Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2014-2015,Sunderland,Crystal Palace,1,4,"['Costel Pantilimon', 'Billy Jones', 'Patrick van Aanholt', 'Lee Cattermole', 'Jack Rodwell', 'Steven Fletcher', 'Connor Wickham', 'Jordi Gómez', ""John O'Shea"", 'Jermain Defoe', 'Santiago Vergini']","['Vito Mannone', 'Liam Bridcutt', 'Adam Johnson', 'Anthony Réveillère', 'Danny Graham', 'Sebastián Coates', 'Will Buckley']","['Julián Speroni', 'Joel Ward', 'Scott Dann', 'Yannick Bolasie', 'Wilfried Zaha', 'Mile Jedinak', 'Glenn Murray', 'James McArthur', 'Damien Delaney', 'Pape Souaré', 'Jason Puncheon']","['Wayne Hennessey', 'Brede Hangeland', 'Yaya Sanogo', 'Dwight Gayle', 'Shola Ameobi', 'Joe Ledley', 'Martin Kelly']",[90],"[48, 51, 53, 62]","[[59, 'Jordi Gómez', 'Adam Johnson'], [65, 'Lee Cattermole', 'Liam Bridcutt']]","[[35, 'Pape Souaré', 'Martin Kelly'], [69, 'James McArthur', 'Joe Ledley'], [71, 'Yannick Bolasie', 'Yaya Sanogo']]",[],[]
2014-2015,Burnley,Arsenal,0,1,"['Tom Heaton', 'Kieran Trippier', 'Michael Duff', 'Jason Shackell', 'Ben Mee', 'Sam Vokes', 'Danny Ings', 'Ashley Barnes', 'David Jones', 'George Boyd', 'Scott Arfield']","['Matt Gilks', 'Michael Keane', 'Michael Kightly', 'Matthew Taylor', 'Lukas Jutkiewicz', 'Fredrik Ulvestad', 'Stephen Ward']","['David Ospina', 'Per Mertesacker', 'Laurent Koscielny', 'Alexis Sánchez', 'Mesut Özil', 'Olivier Giroud', 'Aaron Ramsey', 'Nacho Monreal', 'Santi Cazorla', 'Héctor Bellerín', 'Francis Coquelin']","['Wojciech Szczęsny', 'Kieran Gibbs', 'Tomáš Rosický', 'Theo Walcott', 'Mathieu Flamini', 'Calum Chambers', 'Danny Welbeck']",[],[12],"[[90, 'David Jones', 'Matthew Taylor']]","[[82, 'Olivier Giroud', 'Danny Welbeck'], [90, 'Alexis Sánchez', 'Calum Chambers']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2014-2015,Queens Park Rangers,Chelsea,0,1,"['Robert Green', 'Steven Caulker', 'Clint Hill', 'Matt Phillips', 'Joey Barton', 'Charlie Austin', 'Mauricio Isla', 'Nedum Onuoha', 'Karl Henry', 'Bobby Zamora', 'Sandro']","['Alex McCarthy', 'Armand Traoré', 'Niko Kranjčar', 'Richard Dunne', 'Junior Hoilett', 'Aaron Mitchell', 'Reece Grego-Cox', 'Brandon Comley']","['Thibaut Courtois', 'Branislav Ivanović', 'Cesc Fàbregas', 'Ramires', 'Eden Hazard', 'Didier Drogba', 'Nemanja Matić', 'Willian', 'Gary Cahill', 'John Terry', 'César Azpilicueta']","['Petr Čech', 'Filipe Luís', 'Kurt Zouma', 'Oscar', 'John Obi Mikel', 'Juan Cuadrado', 'Izzy Brown']",[],[88],"[[81, 'Sandro', 'Niko Kranjčar'], [83, 'Bobby Zamora', 'Junior Hoilett'], [90, 'Mauricio Isla', 'Richard Dunne']]","[[56, 'Ramires', 'Oscar'], [80, 'Willian', 'Juan Cuadrado'], [90, 'Cesc Fàbregas', 'Kurt Zouma']]",[],[]
2014-2015,Manchester United,Manchester City,4,2,"['David de Gea', 'Phil Jones', 'Juan Mata', 'Wayne Rooney', 'Chris Smalling', 'Michael Carrick', 'Daley Blind', 'Ashley Young', 'Ander Herrera', 'Antonio Valencia', 'Marouane Fellaini']","['Víctor Valdés', 'Rafael', 'Marcos Rojo', 'Ángel Di María', 'Radamel Falcao', 'Adnan Januzaj', 'Paddy McNair']","['Joe Hart', 'Vincent Kompany', 'Pablo Zabaleta', 'James Milner', 'Jesús Navas', 'Sergio Agüero', 'David Silva', 'Gaël Clichy', 'Fernandinho', 'Martín Demichelis', 'Yaya Touré']","['Willy Caballero', 'Fernando', 'Samir Nasri', 'Edin Džeko', 'Aleksandar Kolarov', 'Frank Lampard', 'Eliaquim Mangala']","[14, 27, 67, 73]","[8, 89]","[[75, 'Phil Jones', 'Marcos Rojo'], [81, 'Juan Mata', 'Ángel Di María'], [83, 'Marouane Fellaini', 'Radamel Falcao']]","[[46, 'Vincent Kompany', 'Eliaquim Mangala'], [63, 'James Milner', 'Samir Nasri'], [74, 'Jesús Navas', 'Frank Lampard']]",[],[]
2014-2015,Liverpool,Newcastle United,2,0,"['Simon Mignolet', 'Glen Johnson', 'Dejan Lovren', 'Philippe Coutinho', 'Jordan Henderson', 'Alberto Moreno', 'Lucas Leiva', 'Emre Can', 'Joe Allen', 'Raheem Sterling', 'Jordon Ibe']","['Brad Jones', 'Kolo Touré', 'Rickie Lambert', 'Javier Manquillo', 'Fabio Borini', 'Cameron Brannagan', 'Lazar Marković']","['Tim Krul', 'Ryan Taylor', 'Mike Williamson', 'Moussa Sissoko', 'Vurnon Anita', 'Jack Colback', 'Ayoze Pérez', 'Rémy Cabella', 'Daryl Janmaat', 'Gabriel Obertan', 'Mehdi Abeid']","['Rob Elliot', 'Yoan Gouffran', 'Jonás Gutiérrez', 'Sammy Ameobi', 'Emmanuel Rivière', 'Adam Armstrong', 'Jamie Sterry']","[9, 70]",[],"[[59, 'Jordon Ibe', 'Fabio Borini'], [89, 'Raheem Sterling', 'Rickie Lambert']]","[[67, 'Gabriel Obertan', 'Jonás Gutiérrez'], [75, 'Mehdi Abeid', 'Adam Armstrong'], [86, 'Ayoze Pérez', 'Yoan Gouffran']]",[],"[[83, 'Moussa Sissoko']]"
2014-2015,Everton,Burnley,1,0,"['Tim Howard', 'Leighton Baines', 'Phil Jagielka', 'Arouna Koné', 'Kevin Mirallas', 'Aaron Lennon', 'James McCarthy', 'Gareth Barry', 'Ross Barkley', 'Séamus Coleman', 'John Stones']","['Joel Robles', 'Aiden McGeady', 'Romelu Lukaku', 'Steven Naismith', 'Muhamed Bešić', 'Luke Garbutt', 'Antolín Alcaraz']","['Tom Heaton', 'Kieran Trippier', 'Michael Duff', 'Jason Shackell', 'Ben Mee', 'Sam Vokes', 'Danny Ings', 'Ashley Barnes', 'David Jones', 'George Boyd', 'Scott Arfield']","['Matt Gilks', 'Michael Keane', 'Ross Wallace', 'Michael Kightly', 'Matthew Taylor', 'Lukas Jutkiewicz', 'Stephen Ward']",[29],[],"[[61, 'Kevin Mirallas', 'Romelu Lukaku'], [80, 'Arouna Koné', 'Steven Naismith'], [88, 'James McCarthy', 'Muhamed Bešić']]","[[59, 'Sam Vokes', 'Lukas Jutkiewicz'], [84, 'George Boyd', 'Ross Wallace'], [84, 'David Jones', 'Matthew Taylor']]",[],"[[45, 'Ashley Barnes']]"
2014-2015,Leicester City,Swansea City,2,0,"['Kasper Schmeichel', 'Wes Morgan', 'Robert Huth', 'Jamie Vardy', 'Andy King', 'Marc Albrighton', 'Jeffrey Schlupp', 'Esteban Cambiasso', 'Leonardo Ulloa', 'Marcin Wasilewski', 'Andrej Kramarić']","['Mark Schwarzer', 'Ritchie De Laet', 'Paul Konchesky', 'Danny Drinkwater', 'Matty James', 'Tom Lawrence', 'Riyad Mahrez']","['Łukasz Fabiański', 'Jordi Amat', 'Ki Sung-yueng', 'Ashley Williams', 'Jonjo Shelvey', 'Wayne Routledge', 'Nélson Oliveira', 'Àngel Rangel', 'Gylfi Sigurðsson', 'Jack Cork', 'Federico Fernández']","['Gerhard Tremmel', 'Leon Britton', 'Marvin Emnes', 'Nathan Dyer', 'Jefferson Montero', 'Matt Grimes', 'Kyle Bartley']","[15, 89]",[],"[[46, 'Marcin Wasilewski', 'Ritchie De Laet'], [68, 'Leonardo Ulloa', 'Riyad Mahrez'], [74, 'Andrej Kramarić', 'Danny Drinkwater']]","[[58, 'Ki Sung-yueng', 'Jefferson Montero'], [70, 'Wayne Routledge', 'Nathan Dyer'], [75, 'Nélson Oliveira', 'Marvin Emnes']]",[],[]
2014-2015,Crystal Palace,West Bromwich Albion,0,2,"['Julián Speroni', 'Joel Ward', 'Scott Dann', 'Yannick Bolasie', 'Wilfried Zaha', 'Mile Jedinak', 'Glenn Murray', 'James McArthur', 'Damien Delaney', 'Joe Ledley', 'Jason Puncheon']","['Wayne Hennessey', 'Brede Hangeland', 'Yaya Sanogo', 'Dwight Gayle', 'Shola Ameobi', 'Martin Kelly', 'Pape Souaré']","['Boaz Myhill', 'Claudio Yacob', 'Joleon Lescott', 'James Morrison', 'Craig Gardner', 'Victor Anichebe', 'Chris Brunt', 'Saido Berahino', 'Gareth McAuley', 'Darren Fletcher', 'Craig Dawson']","['Jack Rose', 'Andre Wisdom', 'Jonas Olsson', 'Chris Baird', 'Brown Ideye', 'Callum McManaman', 'Stéphane Sessègnon']",[],"[2, 53]","[[46, 'Joe Ledley', 'Pape Souaré'], [46, 'Mile Jedinak', 'Dwight Gayle'], [80, 'James McArthur', 'Yaya Sanogo']]","[[71, 'Craig Dawson', 'Andre Wisdom'], [81, 'Craig Gardner', 'Jonas Olsson'], [88, 'Saido Berahino', 'Chris Baird']]",[],[]
2014-2015,Stoke City,Southampton,2,1,"['Asmir Begović', 'Erik Pieters', 'Glenn Whelan', 'Stephen Ireland', 'Marko Arnautović', 'Steven Nzonzi', 'Ryan Shawcross', 'Mame Biram Diouf', 'Jonathan Walters', 'Geoff Cameron', 'Philipp Wollscheid']","['Jack Butland', 'Phil Bardsley', 'Marc Wilson', 'Charlie Adam', 'Steve Sidwell', 'Dionatan Teixeira', 'Peter Crouch']","['Kelvin Davis', 'Nathaniel Clyne', 'Maya Yoshida', 'Morgan Schneiderlin', 'José Fonte', 'Steven Davis', 'Sadio Mané', 'Dušan Tadić', 'Toby Alderweireld', 'Graziano Pellè', 'Ryan Bertrand']","['Paulo Gazzaniga', 'Florin Gardoș', 'Shane Long', 'James Ward-Prowse', 'Eljero Elia', 'Harrison Reed', 'Matt Targett']","[47, 84]",[22],"[[46, 'Stephen Ireland', 'Charlie Adam'], [76, 'Glenn Whelan', 'Steve Sidwell'], [76, 'Mame Biram Diouf', 'Peter Crouch']]","[[67, 'Dušan Tadić', 'James Ward-Prowse'], [86, 'Steven Davis', 'Eljero Elia'], [86, 'Ryan Bertrand', 'Shane Long']]",[],[]
2014-2015,Chelsea,Manchester United,1,0,"['Thibaut Courtois', 'Branislav Ivanović', 'Cesc Fàbregas', 'Kurt Zouma', 'Oscar', 'Eden Hazard', 'Didier Drogba', 'Nemanja Matić', 'Gary Cahill', 'John Terry', 'César Azpilicueta']","['Petr Čech', 'Filipe Luís', 'Ramires', 'John Obi Mikel', 'Willian', 'Juan Cuadrado', 'Dominic Solanke']","['David de Gea', 'Juan Mata', 'Radamel Falcao', 'Wayne Rooney', 'Chris Smalling', 'Ashley Young', 'Ander Herrera', 'Luke Shaw', 'Antonio Valencia', 'Marouane Fellaini', 'Paddy McNair']","['Víctor Valdés', 'Rafael', 'Ángel Di María', 'Adnan Januzaj', 'Robin van Persie', 'Tyler Blackett', 'Andreas Pereira']",[38],[],"[[67, 'Oscar', 'Ramires'], [90, 'Cesc Fàbregas', 'John Obi Mikel'], [90, 'Eden Hazard', 'Willian']]","[[70, 'Juan Mata', 'Adnan Januzaj'], [70, 'Ashley Young', 'Ángel Di María'], [80, 'Luke Shaw', 'Tyler Blackett']]",[],[]
2014-2015,Manchester City,West Ham United,2,0,"['Joe Hart', 'Pablo Zabaleta', 'Fernando', 'Aleksandar Kolarov', 'Jesús Navas', 'Sergio Agüero', 'Frank Lampard', 'Eliaquim Mangala', 'David Silva', 'Martín Demichelis', 'Yaya Touré']","['Willy Caballero', 'Bacary Sagna', 'Samir Nasri', 'Edin Džeko', 'Fernandinho', 'Dedryck Boyata', 'José Pozo']","['Adrián', 'Winston Reid', 'Aaron Cresswell', 'Cheikhou Kouyaté', 'Stewart Downing', 'Mark Noble', 'Carl Jenkinson', 'James Collins', 'Carlton Cole', 'Alex Song', 'Enner Valencia']","['Jussi Jääskeläinen', 'Kevin Nolan', 'Matt Jarvis', 'Nenê', ""Joey O'Brien"", 'Morgan Amalfitano', 'Reece Burke']",[36],[],"[[75, 'David Silva', 'Samir Nasri'], [88, 'Frank Lampard', 'Fernandinho'], [90, 'Sergio Agüero', 'Edin Džeko']]","[[66, 'Alex Song', 'Matt Jarvis'], [66, 'Carlton Cole', 'Kevin Nolan']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2014-2015,Newcastle United,Tottenham Hotspur,1,3,"['Tim Krul', 'Fabricio Coloccini', 'Ryan Taylor', 'Mike Williamson', 'Vurnon Anita', 'Yoan Gouffran', 'Jack Colback', 'Ayoze Pérez', 'Rémy Cabella', 'Daryl Janmaat', 'Mehdi Abeid']","['Freddie Woodman', 'Gabriel Obertan', 'Sammy Ameobi', 'Emmanuel Rivière', 'Adam Armstrong', 'Olivier Kemen', 'Jamie Sterry']","['Michel Vorm', 'Danny Rose', 'Jan Vertonghen', 'Paulinho', 'Érik Lamela', 'Eric Dier', 'Harry Kane', 'Federico Fazio', 'Nacer Chadli', 'Christian Eriksen', 'Nabil Bentaleb']","['Roberto Soldado', 'DeAndre Yedlin', 'Andros Townsend', 'Mousa Dembélé', 'Brad Friedel', 'Ben Davies', 'Ryan Mason']",[46],"[30, 53, 90]","[[46, 'Mehdi Abeid', 'Gabriel Obertan'], [46, 'Yoan Gouffran', 'Sammy Ameobi'], [75, 'Vurnon Anita', 'Adam Armstrong']]","[[78, 'Nacer Chadli', 'Mousa Dembélé'], [82, 'Danny Rose', 'Ben Davies'], [88, 'Paulinho', 'Ryan Mason']]",[],[]
2014-2015,Southampton,Tottenham Hotspur,2,2,"['Kelvin Davis', 'Nathaniel Clyne', 'Maya Yoshida', 'Morgan Schneiderlin', 'José Fonte', 'Steven Davis', 'Sadio Mané', 'James Ward-Prowse', 'Toby Alderweireld', 'Graziano Pellè', 'Ryan Bertrand']","['Paulo Gazzaniga', 'Florin Gardoș', 'Shane Long', 'Dušan Tadić', 'Eljero Elia', 'Harrison Reed', 'Matt Targett']","['Hugo Lloris', 'Jan Vertonghen', 'Érik Lamela', 'Eric Dier', 'Harry Kane', 'Federico Fazio', 'Nacer Chadli', 'Christian Eriksen', 'Ben Davies', 'Ryan Mason', 'Nabil Bentaleb']","['Michel Vorm', 'Vlad Chiricheș', 'Roberto Soldado', 'DeAndre Yedlin', 'Andros Townsend', 'Mousa Dembélé', 'Benjamin Stambouli']","[29, 65]","[43, 70]","[[62, 'James Ward-Prowse', 'Shane Long'], [81, 'Steven Davis', 'Eljero Elia'], [90, 'Morgan Schneiderlin', 'Harrison Reed']]","[[76, 'Ben Davies', 'Vlad Chiricheș'], [83, 'Nacer Chadli', 'Mousa Dembélé'], [87, 'Nabil Bentaleb', 'Roberto Soldado']]",[],[]
2014-2015,Burnley,Leicester City,0,1,"['Tom Heaton', 'Kieran Trippier', 'Michael Duff', 'Jason Shackell', 'Ben Mee', 'Danny Ings', 'David Jones', 'Matthew Taylor', 'Lukas Jutkiewicz', 'George Boyd', 'Scott Arfield']","['Matt Gilks', 'Michael Keane', 'Ross Wallace', 'Michael Kightly', 'Marvin Sordell', 'Fredrik Ulvestad', 'Stephen Ward']","['Kasper Schmeichel', 'Paul Konchesky', 'Danny Drinkwater', 'Wes Morgan', 'Robert Huth', 'Jamie Vardy', 'Andy King', 'Marc Albrighton', 'Esteban Cambiasso', 'Leonardo Ulloa', 'Marcin Wasilewski']","['Mark Schwarzer', 'Ritchie De Laet', 'Matthew Upson', 'Matty James', 'Riyad Mahrez', 'Chris Wood', 'Andrej Kramarić']",[],[60],"[[71, 'Lukas Jutkiewicz', 'Marvin Sordell'], [71, 'George Boyd', 'Ross Wallace'], [86, 'Matthew Taylor', 'Michael Kightly']]","[[65, 'Leonardo Ulloa', 'Andrej Kramarić'], [72, 'Marc Albrighton', 'Ritchie De Laet'], [77, 'Danny Drinkwater', 'Matty James']]",[],[]
2014-2015,Stoke City,Sunderland,1,1,"['Asmir Begović', 'Erik Pieters', 'Stephen Ireland', 'Marko Arnautović', 'Steven Nzonzi', 'Charlie Adam', 'Ryan Shawcross', 'Mame Biram Diouf', 'Jonathan Walters', 'Geoff Cameron', 'Philipp Wollscheid']","['Jack Butland', 'Phil Bardsley', 'Glenn Whelan', 'Peter Odemwingie', 'Marc Wilson', 'Steve Sidwell', 'Peter Crouch']","['Costel Pantilimon', 'Billy Jones', 'Patrick van Aanholt', 'Lee Cattermole', 'Jack Rodwell', 'Connor Wickham', 'Jordi Gómez', ""John O'Shea"", 'Jermain Defoe', 'Sebastián Coates', 'Will Buckley']","['Vito Mannone', 'Liam Bridcutt', 'Anthony Réveillère', 'Danny Graham', 'Santiago Vergini', 'George Honeyman', 'Liam Agnew']",[27],[1],"[[71, 'Mame Biram Diouf', 'Peter Crouch'], [80, 'Jonathan Walters', 'Peter Odemwingie'], [87, 'Geoff Cameron', 'Phil Bardsley']]","[[46, 'Will Buckley', 'Danny Graham']]",[],[]
2014-2015,Queens Park Rangers,West Ham United,0,0,"['Robert Green', 'Steven Caulker', 'Clint Hill', 'Matt Phillips', 'Joey Barton', 'Charlie Austin', 'Nedum Onuoha', 'Karl Henry', 'Richard Dunne', 'Bobby Zamora', 'Sandro']","['Alex McCarthy', 'Leroy Fer', 'Shaun Wright-Phillips', 'Yun Suk-young', 'Mauricio Isla', 'Niko Kranjčar', 'Adel Taarabt']","['Adrián', 'Aaron Cresswell', 'Kevin Nolan', 'Matt Jarvis', 'Cheikhou Kouyaté', 'Stewart Downing', 'Mark Noble', 'Carl Jenkinson', 'James Collins', 'Enner Valencia', 'Reece Burke']","['Jussi Jääskeläinen', 'Nenê', ""Joey O'Brien"", 'Morgan Amalfitano', 'Diego Poyet', 'Carlton Cole', 'Reece Oxford']",[],[],"[[64, 'Clint Hill', 'Yun Suk-young'], [67, 'Bobby Zamora', 'Leroy Fer']]","[[55, 'Matt Jarvis', 'Carlton Cole']]",[],[]
2014-2015,Newcastle United,Swansea City,2,3,"['Tim Krul', 'Fabricio Coloccini', 'Ryan Taylor', 'Mike Williamson', 'Vurnon Anita', 'Jack Colback', 'Ayoze Pérez', 'Jonás Gutiérrez', 'Rémy Cabella', 'Daryl Janmaat', 'Emmanuel Rivière']","['Freddie Woodman', 'Siem de Jong', 'Yoan Gouffran', 'Gabriel Obertan', 'Sammy Ameobi', 'Mehdi Abeid', 'Adam Armstrong']","['Łukasz Fabiański', 'Jordi Amat', 'Ashley Williams', 'Jonjo Shelvey', 'Nathan Dyer', 'Nélson Oliveira', 'Jefferson Montero', 'Àngel Rangel', 'Gylfi Sigurðsson', 'Jack Cork', 'Federico Fernández']","['Gerhard Tremmel', 'Ki Sung-yueng', 'Leon Britton', 'Marvin Emnes', 'Matt Grimes', 'Kyle Bartley', 'Jay Fulton']","[20, 87]","[45, 49, 71]","[[61, 'Daryl Janmaat', 'Mehdi Abeid'], [74, 'Rémy Cabella', 'Siem de Jong'], [74, 'Emmanuel Rivière', 'Adam Armstrong']]","[[69, 'Jefferson Montero', 'Matt Grimes'], [72, 'Nélson Oliveira', 'Ki Sung-yueng'], [81, 'Gylfi Sigurðsson', 'Marvin Emnes']]",[],[]
2014-2015,Crystal Palace,Hull City,0,2,"['Julián Speroni', 'Scott Dann', 'Yannick Bolasie', 'Wilfried Zaha', 'Mile Jedinak', 'Glenn Murray', 'James McArthur', 'Damien Delaney', 'Martin Kelly', 'Pape Souaré', 'Jason Puncheon']","['Wayne Hennessey', 'Brede Hangeland', 'Yaya Sanogo', 'Lee Chung-yong', 'Dwight Gayle', 'Jordon Mutch', 'Joe Ledley']","['Steve Harper', 'James Chester', 'Tom Huddlestone', 'Robbie Brady', 'Jake Livermore', 'Paul McShane', 'Michael Dawson', 'Sone Aluko', 'Ahmed Elmohamady', ""Dame N'Doye"", 'Stephen Quinn']","['Allan McGregor', 'Liam Rosenior', 'Maynor Figueroa', 'Alex Bruce', 'Abel Hernández', 'Yannick Sagbo', 'Gastón Ramírez']",[],"[51, 90]","[[59, 'Glenn Murray', 'Yaya Sanogo'], [64, 'Mile Jedinak', 'Lee Chung-yong'], [73, 'Wilfried Zaha', 'Dwight Gayle']]","[[74, 'Stephen Quinn', 'Gastón Ramírez'], [84, 'Robbie Brady', 'Liam Rosenior'], [85, 'Sone Aluko', 'Alex Bruce']]",[],[]
2014-2015,West Bromwich Albion,Liverpool,0,0,"['Boaz Myhill', 'Claudio Yacob', 'Joleon Lescott', 'James Morrison', 'Craig Gardner', 'Victor Anichebe', 'Chris Brunt', 'Saido Berahino', 'Gareth McAuley', 'Darren Fletcher', 'Craig Dawson']","['Jack Rose', 'Jonas Olsson', 'Chris Baird', 'Brown Ideye', 'Cristian Gamboa', 'Callum McManaman', 'Stéphane Sessègnon']","['Simon Mignolet', 'Glen Johnson', 'Dejan Lovren', 'Steven Gerrard', 'Philippe Coutinho', 'Jordan Henderson', 'Emre Can', 'Raheem Sterling', 'Jordon Ibe', 'Martin Škrtel', 'Mario Balotelli']","['Brad Jones', 'Kolo Touré', 'Javier Manquillo', 'Adam Lallana', 'Joe Allen', 'Fabio Borini', 'Lazar Marković']",[],[],"[[64, 'Victor Anichebe', 'Callum McManaman'], [75, 'Saido Berahino', 'Brown Ideye'], [81, 'James Morrison', 'Chris Baird']]","[[75, 'Jordon Ibe', 'Adam Lallana'], [75, 'Mario Balotelli', 'Fabio Borini']]",[],[]
2014-2015,Manchester City,Aston Villa,3,2,"['Joe Hart', 'Pablo Zabaleta', 'Fernando', 'Aleksandar Kolarov', 'Jesús Navas', 'Sergio Agüero', 'Frank Lampard', 'Eliaquim Mangala', 'David Silva', 'Martín Demichelis', 'Yaya Touré']","['Willy Caballero', 'Bacary Sagna', 'James Milner', 'Edin Džeko', 'Wilfried Bony', 'Fernandinho', 'Dedryck Boyata']","['Brad Guzan', 'Ron Vlaar', 'Jores Okore', 'Leandro Bacuna', 'Tom Cleverley', 'Ashley Westwood', 'Fabian Delph', 'Kieran Richardson', 'Christian Benteke', 'Carlos Sánchez', 'Jack Grealish']","['Shay Given', 'Andreas Weimann', 'Joe Cole', 'Philippe Senderos', 'Aly Cissokho', ""Charles N'Zogbia"", 'Matthew Lowton']","[3, 66, 89]","[68, 85]","[[46, 'Yaya Touré', 'Fernandinho'], [57, 'Frank Lampard', 'James Milner'], [83, 'Sergio Agüero', 'Wilfried Bony']]","[[68, 'Ashley Westwood', ""Charles N'Zogbia""], [87, 'Leandro Bacuna', 'Matthew Lowton']]",[],[]
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Away Starting Lineup,Away Bench Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings,Home Red Card Timings,Away Red Card Timings
2014-2015,Everton,Manchester United,3,0,"['Tim Howard', 'Leighton Baines', 'Phil Jagielka', 'Romelu Lukaku', 'Aaron Lennon', 'James McCarthy', 'Gareth Barry', 'Ross Barkley', 'Leon Osman', 'Séamus Coleman', 'John Stones']","['Joel Robles', 'Arouna Koné', 'Kevin Mirallas', 'Steven Naismith', 'Muhamed Bešić', 'Luke Garbutt', 'Antolín Alcaraz']","['David de Gea', 'Juan Mata', 'Wayne Rooney', 'Chris Smalling', 'Daley Blind', 'Ashley Young', 'Ander Herrera', 'Luke Shaw', 'Antonio Valencia', 'Marouane Fellaini', 'Paddy McNair']","['Víctor Valdés', 'Ángel Di María', 'Radamel Falcao', 'Adnan Januzaj', 'Robin van Persie', 'Tyler Blackett', 'Andreas Pereira']","[5, 35, 74]",[],"[[69, 'Leon Osman', 'Kevin Mirallas'], [87, 'Romelu Lukaku', 'Arouna Koné'], [88, 'Ross Barkley', 'Steven Naismith']]","[[46, 'Marouane Fellaini', 'Radamel Falcao'], [63, 'Juan Mata', 'Ángel Di María'], [88, 'Wayne Rooney', 'Robin van Persie']]",[],[]
2014-2015,Arsenal,Chelsea,0,0,"['David Ospina', 'Per Mertesacker', 'Laurent Koscielny', 'Alexis Sánchez', 'Mesut Özil', 'Olivier Giroud', 'Aaron Ramsey', 'Nacho Monreal', 'Santi Cazorla', 'Héctor Bellerín', 'Francis Coquelin']","['Wojciech Szczęsny', 'Mathieu Debuchy', 'Kieran Gibbs', 'Jack Wilshere', 'Theo Walcott', 'Mathieu Flamini', 'Danny Welbeck']","['Thibaut Courtois', 'Branislav Ivanović', 'Cesc Fàbregas', 'Ramires', 'Oscar', 'Eden Hazard', 'Nemanja Matić', 'Willian', 'Gary Cahill', 'John Terry', 'César Azpilicueta']","['Petr Čech', 'Filipe Luís', 'Kurt Zouma', 'Didier Drogba', 'John Obi Mikel', 'Ruben Loftus-Cheek', 'Juan Cuadrado']",[],[],"[[76, 'Francis Coquelin', 'Danny Welbeck'], [84, 'Olivier Giroud', 'Theo Walcott']]","[[46, 'Oscar', 'Didier Drogba'], [90, 'Cesc Fàbregas', 'Kurt Zouma'], [90, 'Willian', 'Juan Cuadrado']]",[],[]
2014-2015,Hull City,Liverpool,1,0,"['Steve Harper', 'James Chester', 'Tom Huddlestone', 'Robbie Brady', 'Jake Livermore', 'Paul McShane', 'Michael Dawson', 'Sone Aluko', 'Ahmed Elmohamady', ""Dame N'Doye"", 'Stephen Quinn']","['Allan McGregor', 'Liam Rosenior', 'Maynor Figueroa', 'Alex Bruce', 'Abel Hernández', 'Yannick Sagbo', 'Gastón Ramírez']","['Simon Mignolet', 'Glen Johnson', 'Dejan Lovren', 'Philippe Coutinho', 'Jordan Henderson', 'Emre Can', 'Joe Allen', 'Raheem Sterling', 'Jordon Ibe', 'Martin Škrtel', 'Mario Balotelli']","['Brad Jones', 'Kolo Touré', 'Rickie Lambert', 'Javier Manquillo', 'Adam Lallana', 'Cameron Brannagan', 'Lazar Marković']",[37],[],"[[84, 'Stephen Quinn', 'Gastón Ramírez'], [86, 'Sone Aluko', 'Alex Bruce'], [90, ""Dame N'Doye"", 'Liam Rosenior']]","[[65, 'Jordon Ibe', 'Adam Lallana'], [65, 'Mario Balotelli', 'Rickie Lambert'], [76, 'Dejan Lovren', 'Lazar Marković']]",[],[]
2014-2015,Leicester City,Chelsea,1,3,"['Kasper Schmeichel', 'Paul Konchesky', 'Danny Drinkwater', 'Wes Morgan', 'Robert Huth', 'Jamie Vardy', 'Andy King', 'Marc Albrighton', 'Esteban Cambiasso', 'Leonardo Ulloa', 'Marcin Wasilewski']","['Mark Schwarzer', 'Ritchie De Laet', 'Dean Hammond', 'Matty James', 'Riyad Mahrez', 'Chris Wood', 'Andrej Kramarić']","['Petr Čech', 'Branislav Ivanović', 'Cesc Fàbregas', 'Ramires', 'Eden Hazard', 'Didier Drogba', 'Nemanja Matić', 'Willian', 'Gary Cahill', 'John Terry', 'César Azpilicueta']","['Thibaut Courtois', 'Filipe Luís', 'Kurt Zouma', 'Nathan Aké', 'Oscar', 'John Obi Mikel', 'Juan Cuadrado']",[45],"[48, 79, 83]","[[19, 'Andy King', 'Matty James'], [24, 'Robert Huth', 'Ritchie De Laet'], [77, 'Jamie Vardy', 'Riyad Mahrez']]","[[84, 'Willian', 'Kurt Zouma'], [88, 'Eden Hazard', 'Juan Cuadrado'], [90, 'Cesc Fàbregas', 'John Obi Mikel']]",[],[]
